No,Code,Herbarium_number,Collector_number,Name,Corrected_name,fullCountry,Province,National_Park_or_Wildlife_Sanctuary,Location,Date,Alt,lat,lon,Note
135,BKF,BKF6428,J.F. Maxwell B-129,Leucobryum microleucophanoides,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"??????????? summit ridge of Doi Mawn Ngaw, near Nawn Ngaw (Hmong) Village, Muang Guy Subdistrict",24-Jul-00,1300 m,,,"partly shaded, fire-dameged, degraded, primary, evergreen, seasonal, heardwood + remneant pine forest: granite bedrock, on tree trunks; stipes dull violet, calyptra light green; leaves green"
136,BKF,BKF6892,A. Touw 9670,Leucobryum neilgherrense,,Thailand,Chiang Mai,Doi Inthanon National Park,granitic massive Doi (Mt.) Inthanon,17-Dec-65,1750-1800 m,18.58333333,98.5,Hill evergreen forest; on tree trunke around the camp site
137,BKF,BKF6899,A. Touw 8738,Leucobryum neilgherrense,Leucobryum juniperoideum,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"Doi (Mt.) Suthep, granitic massive W of Chiengmai",29-Nov-65,1650-1685 m,18.83333333,98.91666667,summit region of Doi Pui; open evergreen forest with Pinus khasya; on tree trunks and branches
138,BKF,BKF6880,A. Touw 9109,Leucobryum neilgherrense,Leucobryum juniperoideum,Thailand,Chiang Mai,Chiang Dao Wildlife Sanctuary,limestone massive Doi (Mt.) Chiengdao,06-Dec-65,1600-1650 m,19.41666667,98.91666667,open hill evergreen forest on exposed ridge; on tree trunks and branches
139,BKF,BKF6871,A. Touw 9597,Leucobryum neilgherrense,Leucobryum juniperoideum,Thailand,Chiang Mai,Doi Inthanon National Park,granitic massive Doi (Mt.) Inthanon,17-Dec-65,1500 m,18.58333333,98.5,Humid hill evergreen forest along streamlet on tree trunks
140,BKF,BKF2751,"B. Hansen, G. Seidenfaden & T. Smitinand 11511a",Leucobryum neilgherrense,,Thailand,Phitsanulok,Phu Miang and Phu Tong Wildlife Sanctuary,Phu Mieng,13-Nov-64,1250 m,,,on rock
141,BKF,BKF4251,T. Smitinand 3114,Leucobryum neilgherrense,,Thailand,Loei,Phu Kradueng National Park,,30-Oct-55,1300 m,,,Greenish moss massing on earth in hill evergreen jungle by stream; sporogonium-greenish
142,BKF,BKF2750,A. Touw 8518,Leucobryum neilgherrense,Leucobryum juniperoideum,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"Doi (Mt.) Suthep, granitic massive W of Chiengmai",28-Nov-65,1600-1650 m,18.83333333,98.91666667,Summit region of Doi Pui; open evergreen forest; on tree trunks and branches
143,BKF,BKF6858,P. Tixier 588,Leucobryum perichaetiale,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Suthep Chieng Mai,28-May-65,1300 m,,,on trunk in dry forest
144,BKF,BKF4259,"K. Larsen, T. Smitinand & E. Warncke 1826",Leucobryum sanctum,Leucobryum arfakianum,Thailand,Chanthaburi,Mu Ko Chang National Park,Koh Chang Island,25-Aug-66,,,,1 km s.o. Ban Khlong Nonsi. On loamy boulders in shadow
145,BKF,BKF2752,A. Touw 12421,Leucobryum sanctum,Leucobryum arfakianum,Thailand,Prachin Buri,Khao Yai National Park,,19-Feb-66,650-680 m,14.5,101.5,Kluey Mai (Orchid) Waterfall; evergreen forest along stream; on rocks (partly soil covered ones)
146,BKF,BKF6849,A. Touw 11716,Leucobryum sanctum,,Thailand,Nakhon Si Thammarat,Khao Luang National Park,granitic massive Khao (Mt.) Luang,05-Feb-66,1650-1700 m,8.5,99.75,evergreen mossy forest; on tree trunks
147,BKF,BKF6861,A. Touw 11860,Leucobryum sanctum,,Thailand,Nakhon Si Thammarat,Khao Luang National Park,granitic massive Khao (Mt.) Luang,05-Feb-66,1700-1740 m,8.5,99.75,summit region; stunted mossy forest; on trees and shrubs
148,BKF,BKF6850,A. Touw 10299,Leucobryum scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Inthanon National Park,between the Karen villages of Pha Mon and Sop Aep.,21-Dec-65,850 m,18.58333333,98.5,Narrow fringa of evergreen forest along Mae Hoi River; on decaying log
149,BKF,BKF6891,A. Touw 10293,Leucobryum scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Inthanon National Park,between the Karen villages of Pha Mon and Sop Aep.,21-Dec-65,1150 m,18.58333333,98.5,hill evergreen forest rich in Pinus kharya; on tree trunks
150,BKF,BKF4253,R.G. Robbins 3648,Leucobryum scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Mt. Suthep,04-Nov-62,5000 ft,,,"dry evergreen forest, corticolous"
151,BKF,BKF6885,P. Tixier 535,Leucobryum scalare,Leucobryum scalare,Thailand,Surat Thani ,,Ta Phet,15-Apr-65,140 m,,,on trunk in deep forest
152,BKF,BKF6610,A. Touw 12155,Leucobryum scalare,Leucobryum scalare,Thailand,Prachin Buri,Khao Yai National Park,,16-Feb-66,1200 m,14.5,101.5,hill evergreen forest; on trees
153,BKF,BKF6888,A. Touw 10291,Leucobryum scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Inthanon National Park,granitic massive Doi (Mt.) Inthanon,21-Dec-60,1650 m,18.58333333,98.5,open hill evergreen forest; on trees trunks
154,BKF,BKF6886,A. Touw 9453,Leucobryum scalare,Leucobryum scalare,Thailand,Nakhon Si Thammarat,Doi Inthanon National Park,near Karen village of Sop Aep,14-Dec-65,700 m,18.5,98.58333333,narrow fringe of rather dry evergreen forest along Mae Hoi River near Sop Aep; on tree trunks
155,BKF,BKF6843,A. Touw 8801,Leucobryum scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,"Doi (Mt.) Suthep, granitic massive W of Chiengmai",30-Nov-65,1550-1600 m,18.83333333,98.91666667,Summit region of Doi Buak Ha; evergreen forest on E. slope; on tree trunks and branches
156,BKF,BKF6857,A. Touw 8301,Leucobryum scalare,Leucobryum scalare,Thailand,Nakhon Sawan,,"Nakhon Sawan; along road Doi Musae-Mae Sod, 12 km from Doi Musae",21-Nov-65,700 m,16.66666667,98.91666667,humid evergreen forest along road; on tree trunk
157,BKF,BKF6889,A. Touw 11476,Leucobryum scalare,Leucobryum scalare,Thailand,Nakhon Si Thammarat,Khao Luang National Park,granitic massive Khao (Mt.) Luang,03-Feb-66,600 m,8.75,99.75,evergreen forest near camp I; on fallen logs
158,BKF,BKF4254,K. Bunchuai 1393,Leucobryum scalare,Leucobryum scalare,Thailand,Chiang Mai,,Chom Thong,21-Nov-64,5000 ft,,,common on tree in evergreen forest. Spores yellowish red
159,BKF,BKF4252,R.G. Robbins 3564,Leucobryum scalare,Leucobryum scalare,Thailand,Chiang Mai,Doi Inthanon National Park,"valley of Phra Mawn, on track to summit of Doi Inthanon",28-Oct-62,3700 ft,,,"grove of pine trees, corticolous"
160,BKF,BKF2754,T. Smitinand 11667,Leucobryum scalare,Leucobryum aduncum,Thailand,Nakhon Nayok,Khao Yai National Park,Khao Yai,07-Mar-64,800 m,,,on soil
161,BKF,BKF6908,T. Smitinand 11449,Leucobryum scalare,Leucobryum scalare,Thailand,Chiang Mai,,5 km W of Bo Luang,29-Jan-64,1150 m,,,epiphytic on lower part of tree trunk
162,BKF,BKF6909,T. Smitinand 11410,Leucobryum scalare,Leucobryum scalare,Thailand,,,Kwang San,22-Jan-64,1500 m,,,
163,BKF,BKF4258,"K. Larsen, T. Smitinand & E. Warncke 696",Leucobryum scalare,Leucobryum scalare,Thailand,Phitsanulok,,Tung Salaeng Luang,21-Jul-66,700 m,,,"on decaying wood, on burnt of area in Dipterocarp and Pinus markusii forest"
164,BKF,BKF4260,"K. Larsen, T. Smitinand & E. Warncke 905",Leucobryum scalare,Leucobryum aduncum,Thailand,Phitsanulok,,Tung Salaeng Luang,25-Jul-66,700 m,,,evergreen e.o. the forest station. On decaying wood
165,BKF,BKF4261,"K. Larsen, T. Smitinand & E. Warncke 1810",Leucobryum scalare,Leucobryum scalare,Thailand,Chanthaburi,Mu Ko Chang National Park,Koh Chang Island,25-Aug-66,0-400 m,,,1 km s.o. Ban Khlong Nonsi. On Decaying wood
166,BKF,BKF1041,"K. Larsen, T. Smitinand & E. Warncke 1041",Leucobryum scalare,Leucobryum scalare,Thailand,Phitsanulok,Phu Miang and Phu Tong Wildlife Sanctuary,Puh Mieng Mountain,28-Jul-66,1300 m,,,open sandstone plateau on decaying wood
167,BKF,BKF4263,"K. Larsen, T. Smitinand & E. Warncke 1695",Leucobryum scalare,Leucobryum aduncum,Thailand,Chanthaburi,Mu Ko Chang National Park,Koh Chang Island,22-Aug-66,200 m,,,Rubber plantation near foothill of Khao Sabab
168,BKF,BKF4264,D. Prapat 380,Leucobryum scalare,Leucobryum scalare,Thailand,Nakhon Ratchasima,,Pak Thong Chai,10-Nov-67,,,,scattered on slope of hill in evergreen forest
169,BKF,BKF6869,A. Touw 8012,Leucobryum sp.,,Thailand,Nakhon Sawan,,Doi Musae Agricultural Experiment Station,17-Nov-65,750-800 m,16.75,99,base of tree in moist and shady evergreen forest along streamlet
170,BKF,BKF6877,A. Touw 9903,Leucobryum sp.,,Thailand,Chiang Mai,Doi Inthanon National Park,granitic massive Doi (Mt.) Inthanon,19-Dec-65,1750-1800 m,18.58333333,98.5,on tree in clearing near camp III
171,BU,,P. Sukkharak 1,Leucobryum sp.,Leucobryum aduncum,Thailand,Nakhon Si Thammarat,Khao Nan National Park,Bua Chak Yai Nature Trail,22-Jul-05,,,,on soil
172,BU,,P. Sukkharak 2,Leucobryum sp.,Leucobryum aduncum,Thailand,Nakhon Si Thammarat,Khao Nan National Park,Bua Chak Yai Nature Trail,22-Jul-05,,,,on soil
173,BU,,P. Sukkharak 9,Leucobryum sp.,Leucobryum aduncum,Thailand,Nakhon Si Thammarat,Khao Nan National Park,Bua Chak Yai Nature Trail,22-Jul-05,,,,on soil with liverwort
174,BU,,P. Sukkharak 27,Leucobryum sp.,Leucobryum aduncum,Thailand,Nakhon Si Thammarat,Khao Nan National Park,Bua Chak Yai Nature Trail,22-Jul-05,,,,on soil
175,BU,,P. Sukkharak 28,Leucobryum sp.,Leucobryum aduncum,Thailand,Nakhon Si Thammarat,Khao Nan National Park,Bua Chak Yai Nature Trail,22-Jul-05,,,,on bark
176,BU,,P. Sukkharak 1177,Leucobryum sp.,Leucobryum scalare,Thailand,Nan,Khun Sathan National Park,,,,,,
177,BU,,P. Sukkharak 1198,Leucobryum sp.,Leucobryum scalare,Thailand,Nan,Khun Sathan National Park,,,,,,
178,BU,,P. Sukkharak 2141,Leucobryum sp.,Leucobryum bowringii,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
179,BU,,P. Sukkharak 2489,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
180,BU,,P. Sukkharak 2537b,Leucobryum sp.,Leucobryum scalare,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
181,BU,,P. Sukkharak 2542,Leucobryum sp.,Leucobryum scabrum,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
182,BU,,P. Sukkharak 2612,Leucobryum sp.,Leucobryum scalare,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
183,BU,,P. Sukkharak 3039,Leucobryum sp.,Leucobryum arfakianum,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
184,BU,,P. Sukkharak 3041,Leucobryum sp.,Leucobryum aduncum,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
185,BU,,P. Sukkharak 3237,Leucobryum sp.,Leucobryum arfakianum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
186,BU,,P. Sukkharak 3300,Leucobryum sp.,Leucobryum aduncum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
187,BU,,P. Sukkharak 3338,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
188,BU,,P. Sukkharak 3357,Leucobryum sp.,Leucobryum aduncum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
189,BU,,P. Sukkharak 3369,Leucobryum sp.,Leucobryum chlorophyllosum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
190,BU,,P. Sukkharak 3387,Leucobryum sp.,Leucobryum bowringii,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
191,BU,,P. Sukkharak 3410,Leucobryum sp.,Leucobryum bowringii,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
192,BU,,P. Sukkharak 3453,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
193,BU,,P. Sukkharak 3460,Leucobryum sp.,Leucobryum juniperoideum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
194,BU,,P. Sukkharak 3465,Leucobryum sp.,Leucobryum juniperoideum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
195,BU,,P. Sukkharak 3473,Leucobryum sp.,Leucobryum arfakianum(S),Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
196,BU,,P. Sukkharak 3480,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
197,BU,,P. Sukkharak 3485,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
198,BU,,P. Sukkharak 3503(1),Leucobryum sp.,Leucobryum juniperoideum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
198,BU,,P. Sukkharak 3503(2),Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
199,BU,,P. Sukkharak 3505,Leucobryum sp.,Leucobryum arfakianum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
200,BU,,P. Sukkharak 3518,Leucobryum sp.,Leucobryum arfakianum(S),Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
201,BU,,P. Sukkharak 3536,Leucobryum sp.,Leucobryum arfakianum(S),Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
202,BU,,P. Sukkharak 3576,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
203,BU,,P. Sukkharak 3597,Leucobryum sp.,Leucobryum arfakianum(S),Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
204,BU,,P. Sukkharak 3608,Leucobryum sp.,Leucobryum bowringii,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
205,BU,,P. Sukkharak 3688,Leucobryum sp.,Leucobryum arfakianum(S),Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
206,BU,,P. Sukkharak 3699,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
207,BU,,P. Sukkharak 3709,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
208,BU,,P. Sukkharak 3712,Leucobryum sp.,Leucobryum bowringii,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
209,BU,,P. Sukkharak 3720,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
210,BU,,P. Sukkharak 3731,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
211,BU,,P. Sukkharak 3740,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
212,BU,,P. Sukkharak 3764,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
213,BU,,P. Sukkharak 3786,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
214,BU,,P. Sukkharak 3901,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
215,BU,,P. Sukkharak 3919,Leucobryum sp.,Leucobryum scabrum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
216,BU,,P. Sukkharak 4036,Leucobryum sp.,Leucobryum bowringii,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
217,BU,,P. Sukkharak 4143,Leucobryum sp.,Leucobryum aduncum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,8.467747222,99.75474167,
218,BU,,P. Sukkharak 4152,Leucobryum sp.,Leucobryum aduncum,Thailand,Nakhon Si Thammarat,Khao Luang National Park,Khao Luang,,,,,
219,BU,,P. Sukkharak 4327,Leucobryum sp.,Ochrobryum,Thailand,Khon Khan,,Prabathphuphankham temple,,,,,
220,BU,,P. Sukkharak 4391,Leucobryum sp.,Leucobryum scabrum,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
221,BU,,P. Sukkharak 4508,Leucobryum sp.,Leucobryum bowringii,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
222,BU,,P. Sukkharak 4680,Leucobryum sp.,,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
223,BU,,P. Sukkharak 4699,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
224,BU,,P. Sukkharak 4700,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Loei,Phu Luang Wildlife Sanctury,Phu Luang,,,,,
225,BU,,P. Sukkharak 4792,Leucobryum sp.,Leucobryum bowringii,Thailand,Prachuap Khiri Khan,Huai Yang Waterfall National Park,Huai Yang waterfall,,,,,
226,BU,,P. Sukkharak 4841,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Prachuap Khiri Khan,Huai Yang Waterfall National Park,Huai Yang waterfall,,,,,
227,BU,,P. Sukkharak 4852,Leucobryum sp.,Leucobryum scabrum,Thailand,Prachuap Khiri Khan,Huai Yang Waterfall National Park,Huai Yang waterfall,,,,,
228,BU,,P. Sukkharak & Tanming 43,Leucobryum sp.,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,,,,,
229,BU,,P. Sukkharak & Tanming 107,Leucobryum sp.,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,,,,,
230,BU,,P. Sukkharak & Tanming 208,Leucobryum sp.,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,,,,,
231,BU,,P. Sukkharak & Tanming 236,Leucobryum sp.,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,,,,,
232,BU,,"P. Sukkharak, Likananon, & Kitlap 79",Leucobryum javense var. ?,Leucobryum javense var. javense,Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,,,,,
233,BU,,"P. Sukkharak, Likananon, & Kitlap 237",Leucobryum javense var. ?,Leucobryum javense var. javense,Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,,,,,
234,BU,,"P. Sukkharak, Likananon, & Kitlap 275",Leucobryum javense var. ?,Leucobryum javense var. javense,Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,,,,,
235,BU,,"P. Sukkharak, Likananon, & Kitlap 273",Leucobryum juniperoideum,Leucobryum juniperoideum(B),Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,08-Apr-12,,,,???????????
236,BU,,"P. Sukkharak, Likananon, & Kitlap 283",Leucobryum juniperoideum,Leucobryum juniperoideum(B),Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,08-Apr-12,,,,?????
237,BU,,"P. Sukkharak, Likananon, & Kitlap 137",Leucobryum bowringii,Leucobryum scalare,Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,07-Apr-12,,,,????????
238,BU,,"P. Sukkharak, Likananon, & Kitlap 386",Leucobryum bowringii,Leucobryum scalare,Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,07-Apr-12,,,,????????
239,BU,,"P. Sukkharak, Likananon, & Kitlap 45",Leucobryum sp.,Leucobryum javense var. javense,Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,,,,,
240,BU,,"P. Sukkharak, Likananon, & Kitlap 51",Leucobryum sp.,Leucobryum scalare,Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,,,,,
241,BU,,"P. Sukkharak, Likananon, & Kitlap 61",Leucobryum sp.,Leucobryum juniperoideum,Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,,,,,
242,BU,,"P. Sukkharak, Likananon, & Kitlap 172",Leucobryum sp.,Leucobryum javense var. javense,Thailand,Chanthaburi,Khao Soi Dao Wildlife Sanctuary,Khao Soi Dao,,,,,
243,BU,,Tongma 6,Leucobryum sp.,,Thailand,Chanthaburi,,Tung Dan Botanical Garden,,,,,
244,BU,,Tongma 49,Leucobryum sp.,Leucobryum aduncum,Thailand,Chanthaburi,,Tung Dan Botanical Garden,,,,,
245,BU,,Pearaksa s.n.,Leucobryum sp.,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui,28-Apr-12,,,,?????????????????????
246,BU,,Students attended in fern biology course,Leucobryum sp.,Leucobryum arfakianum,Thailand,Sa Kaeo,Pang Sida National Park,Pang Sida National Park,17-Sep-11,,,,
247,BU,,P. Sukkharak s.n.,Leucobryum sp.,Leucobryum arfakianum,Thailand,Trat,Mu Ko Chang National Park,Koh Kood,,,,,
248,BU,,P. Sukkharak s.n.,Leucobryum sp.,Leucobryum arfakianum,Thailand,Trat,Mu Ko Chang National Park,Koh Kood,,,,,
249,BU,,P. Sukkharak s.n.,Leucobryum sp.,Leucobryum scalare,Thailand,Trat,Mu Ko Chang National Park,Koh Kood,,,,,
250,BU,,P. Sukkharak s.n.,Leucobryum sp.,Leucobryum aduncum,Thailand,Trat,Mu Ko Chang National Park,Koh Kood,,,,,
251,BU,,P. Sukkharak s.n.,Leucobryum sp.,Leucobryum scalare,Thailand,Trat,Mu Ko Chang National Park,Koh Kood,,,,,
252,BU,,P. Sukkharak s.n.,Leucobryum sp.,Leucobryum aduncum,Thailand,Trat,Mu Ko Chang National Park,Koh Kood,,,,,
253,BU,,P. Sukkharak s.n.,Leucobryum sp.,,Thailand,Trat,Mu Ko Chang National Park,Koh Kood,,,,,
254,BU,,P. Sukkharak s.n.,Leucobryum sp.,Leucobryum arfakianum,Thailand,Trat,Mu Ko Chang National Park,Koh Chang,,,,,
255,BU,,P. Sukkharak s.n.,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Trat,Mu Ko Chang National Park,Koh Chang,,,,,
256,BU,,P. Sukkharak s.n.,Leucobryum sp.,Leucobryum chlorophyllosum,Thailand,Trat,Mu Ko Chang National Park,Koh Chang,,,,,
257,BU,,S. He & P. Sukkharak 46641,Leucobryum sp.,Leucobryum scabrum,Thailand,Loei,Phu Luang Wildlife Sanctury,around Ban Kulaphaw forest Station,17-Feb-16,1465 m,17.28027778,101.5183333,dry evergreen forest
258,BU,,S. He & P. Sukkharak 46651,Leucobryum sp.,Leucobryum scabrum,Thailand,Loei,Phu Luang Wildlife Sanctury,around Ban Kulaphaw forest Station,17-Feb-16,1465 m,17.28027778,101.5183333,dry evergreen forest
259,BU,,S. He & P. Sukkharak 46652,Leucobryum sp.,Leucobryum scalare,Thailand,Loei,Phu Luang Wildlife Sanctury,around Ban Kulaphaw forest Station,17-Feb-16,1465 m,17.28027778,101.5183333,dry evergreen forest
260,BU,,S. He & P. Sukkharak 46676,Leucobryum javense var. ?,Leucobryum javense var. javense,Thailand,Loei,Phu Luang Wildlife Sanctury,trail from Ban Kulaphaw station to Pak Dam summit,17-Feb-16,1465-1480 m,17.27027778,101.5222222,dry evergreen forest
261,BU,,S. He & P. Sukkharak 46693,Leucobryum sp.,Leucobryum bowringii,Thailand,Loei,Phu Luang Wildlife Sanctury,trail from Ban Kulaphaw station to Pak Dam summit,17-Feb-16,1465-1480 m,17.27027778,101.5222222,dry evergreen forest
262,BU,,S. He & P. Sukkharak 46817,Leucobryum sp.,Leucobryum scalare,Thailand,Loei,Phu Luang Wildlife Sanctury,trail from Ban Kulaphaw station to Pak Dam summit,17-Feb-16,1450-1470 m,17.28138889,101.5208333,dwarf and shaded dry evergreen forest
263,BU,,S. He & P. Sukkharak 46916,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Loei,Phu Ruea National Park,Sum Tong Cliff,21-Feb-16,1250 m,17.49805556,101.3525,dry dwarf evergreen forest
264,BU,,S. He & P. Sukkharak 46922,Leucobryum sp.,Leucobryum scalare,Thailand,Loei,Phu Ruea National Park,Sum Tong Cliff,21-Feb-16,1250 m,17.49805556,101.3525,dry dwarf evergreen forest
265,BU,,S. He & P. Sukkharak 46926,Leucobryum sp.,Leucobryum bowringii,Thailand,Loei,Phu Ruea National Park,Sum Tong Cliff,21-Feb-16,1250 m,17.49805556,101.3525,dry dwarf evergreen forest
266,BU,,S. He & P. Sukkharak 46930,Leucobryum sp.,Leucobryum scalare,Thailand,Loei,Phu Ruea National Park,Sum Tong Cliff,21-Feb-16,1250 m,17.49805556,101.3525,dry dwarf evergreen forest
267,BU,,S. He & P. Sukkharak 46971,Leucobryum sp.,,Thailand,Loei,Phu Ruea National Park,trail from Parking lot to tS. He summit,21-Feb-16,1340-1375 m,17.50944444,101.3463889,dry evergreen forest
268,BU,,S. He & P. Sukkharak 46973,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Loei,Phu Ruea National Park,Hin Sam Chan waterfall,21-Feb-16,1175 m,17.50027778,101.3377778,evergreen forest
269,BU,,S. He & P. Sukkharak 46983,Leucobryum sp.,Leucobryum scalare,Thailand,Loei,Phu Ruea National Park,Hin Sam Chan waterfall,21-Feb-16,1175 m,17.50027778,101.3377778,evergreen forest
270,BU,,S. He & P. Sukkharak 47012,Leucobryum sp.,,Thailand,Loei,Phu Ruea National Park,"Suan Hin Palace, near Lead Phob waterfall",21-Feb-16,1104 m,17.49944444,101.3363889,evergreen forest
271,BU,,S. He & P. Sukkharak 47185,Leucobryum sp.,Leucobryum aduncum,Thailand,Prachuap Khiri Khan,Huai Yang Waterfall National Park,trail base camp to summit,03-Mar-06,1078 - 1204 m,11.64777778,99.58222222,broadleaf evergreen forest
272,BU,,S. He & P. Sukkharak 47206,Leucobryum sp.,Leucobryum javense var. javense,Thailand,Prachuap Khiri Khan,Huai Yang Waterfall National Park,trail base camp to summit,03-Mar-06,1078 - 1204 m,11.64777778,99.58222222,broadleaf evergreen forest
273,BU,,S. He & P. Sukkharak 47229,Leucobryum sp.,Leucobryum bowringii,Thailand,Prachuap Khiri Khan,Huai Yang Waterfall National Park,trail base camp to summit,03-Mar-06,1078 - 1204 m,11.64777778,99.58222222,broadleaf evergreen forest
274,BU,,P. Sukkharak 5128,Leucobryum sp.,Leucobryum scalare,Thailand,Krabi,Khao Ngon Nak National Park,Khao Ngon Nak,23-Aug-17,,,,
